Issue ID,Issue,Issue description,#Comments,Reported date,Fixed date,DateDiff (days),Issue Type,#Contributors,Priority
585257,Add more testing for the recipe roller,"The recipe roller runs the simulation test before it lands the recipe rolls, but it should do more than that. In build, for example, we should have some integration tests, to verify that the basic functionality still works.

Dirk, I know that you had issues with the whole idea of recipe expectations; did you have a write-up somewhere about your opinions on them? Any suggestions for this case? (The goal would be to avoiding https://docs.google.com/document/d/1QuqqotFBt4lOxy0Zjchn1JJZxvDsN_Jn2jGls-TpzPw/edit#)",13,2/9/2016,5/17/2018,828,Bug,7,2
586649,Recipe engine shouldn't clone/checkout projects which are overridden on the commandline,"Right now if you do ./recipes.py -O something=../../local_something, it will do a clone of the actual something repo, and then ignore it. In addition to being slow, it's confusing to look at the output (it makes you think that -O isn't working).",11,2/13/2016,4/29/2016,76,Bug,4,2
587088,Generated code from IDL should return a reference to dictionary members.,See https://code.google.com/p/chromium/codesearch#chromium/src/out/Debug/gen/blink/modules/credentialmanager/CredentialRequestOptions.h&sq=package:chromium&q=credentialrequestoptions&l=24 and the discussionn at https://codereview.chromium.org/1695363005#msg9,5,2/17/2016,8/4/2016,169,Bug,1,2
588759,"Multiple calls to get{Float,Byte}FrequencyData smooths data multiple times","Version: <Kenneth, what is the frequency?>
OS: <please tell me it's not XP>

What steps will reproduce the problem?
1. Run the following in http://hoch.github.io/canopy/

// @channels 1
// @duration 1.0
// @sampleRate 44100

var osc = context.createOscillator();

osc.frequency.setValueAtTime(261.6, 0.0);

var a = context.createAnalyser();
a.fftSize = 32;

osc.connect(a);
a.connect(context.destination);

osc.start();

context.suspend(128/context.sampleRate).then(function () {
var floatData = new Float32Array(a.frequencyBinCount);
var byteData = new Uint8Array(a.frequencyBinCount);

a.getFloatFrequencyData(floatData);
a.getByteFrequencyData(byteData);

var f = 255 / (a.maxDecibels - a.minDecibels);
var expectedByte = floatData.map(function (x) {
return Math.min(255, Math.max(0, Math.floor(f * (x - a.minDecibels))));
});

console.log(floatData);
console.log(byteData);
console.log(expectedByte);

context.resume();
});

2. Examine the console.log, paying attention to the output for byteData and expectedByte.
3.

What is the expected output? 

I expected byteData and expectedByte to contain exactly the same data because getByteFrequencyData and getFloatFrequencyData were called at the same time.

What do you see instead?

The values are different.


I think this is caused by the multiple calls to getByte and getFloat. Each call computes the FFT (again), and then smooths the data (again). Hence the getByte call smooths the data twice with the same most recently obtained time data.

The spec doesn't really say how this should work, but I was expecting multiple calls at the same time not to change the data.",5,2/23/2016,3/19/2016,25,Bug,1,2
592599,Remove RegistrationKey,"Now that periodic registrations have been removed we can index on tag, no need for the RegistrationKey.",3,3/8/2016,3/17/2016,9,Bug,2,2
594140,Win 7 Perf (3) failing since #9007,"https://uberchromegw.corp.google.com/i/chromium.perf/builders/Win%207%20Perf%20(3)

Logs of failed builds contain little information:

Traceback (most recent call last):
File ""C:\b\build\slave\Win_7_Perf__3_\build\src\testing\scripts\gtest_perf_test.py"", line 81, in <module>
sys.exit(common.run_script(sys.argv[1:], funcs))
File ""C:\b\build\slave\Win_7_Perf__3_\build\src\testing\scripts\common.py"", line 59, in run_script
return args.func(args)
File ""C:\b\build\slave\Win_7_Perf__3_\build\src\testing\scripts\gtest_perf_test.py"", line 56, in main_run
rc = common.run_runtest(args, gtest_args + filter_tests)
File ""C:\b\build\slave\Win_7_Perf__3_\build\src\testing\scripts\common.py"", line 80, in run_runtest
cmd_args.paths['runit.py'],
KeyError: 'runit.py'

Not sure what the ""KeyError"" is, a cause or effect?",4,3/12/2016,3/12/2016,0,Bug-regression,2,1
595068,amd64-generic-tot-asan-informational and x86-generic-tot-asan-informational UnitTest timeout,"The following builders are timing out in the UnitTest stage:

amd64-generic-tot-asan-informational
x86-generic-tot-asan-informational

Starting at:
https://build.chromium.org/p/chromiumos.chromium/builders/amd64-generic-tot-asan-informational/builds/8592
https://build.chromium.org/p/chromiumos.chromium/builders/x86-generic-tot-asan-informational/builds/9902

Error message:

TimeoutError: Timeout occurred- waited 5400 seconds.

The timeout always occurs during update_engine_unittest, but it is not clear what if anything is actually failing.",5,3/16/2016,3/16/2016,0,Bug,9,1
596774,Chrome fails on conformance2/textures/misc/tex-unpack-params.html with nVidia graphics card,"What steps will reproduce the problem?
(1) open chrome with command line: --enable-unsafe-es3-apis
(2) go to Open https://www.khronos.org/registry/webgl/sdk/tests/conformance2/textures/misc/tex-unpack-params.html?webglVersion=2


What is the expected result?
All tests should pass.

What happens instead?
Some unpack buffer tests failed.

My graphics card is GeForce GTX 750 (driver version:349.16), OS is ArchLinux.

After investigating, I found this bug should be a nVidia driver bug. This test case passed on ChromeOS. 
The root cause is that driver doesn't handle last row of unpack buffer well. Driver assumes only UNPACK_ROW_LENGTH pixels for last row. So, (width - UNPACK_ROW_LENGTH ) pixels are missing for the last row of a texture, (width - 2*UNPACK_ROW_LENGTH) pixels are missing for the last second row, and etc. It's not easy to workaround in command buffer.",21,3/22/2016,5/12/2016,51,Bug,8,3
599095,SVG rect rounds differently to SVG root when zoomed,"Chrome Version:51.0.2694.1(Official Build)d916c77d6610e3821101f1c7baf099f4982a1662-refs/branch-heads/2694@{#1}(32/64-bit)
OS:All(Aero enabled)

What steps will reproduce the problem?
(1) Launch chrome and navigate to http://www.abbott.com/our-products/consumers/pediasure.html
(2) Zoom out the page to 30% and observe the bottom R.H.S of the page

Actual:Unwanted white line is seen after zoom out to 30%.
Expected:No white line should be seen after zoom out.

This is a Non-Regression issue broken from M-31(i.e 31.0.1600.0)",13,3/30/2016,4/2/2016,3,Bug,3,2
600451,Turn down svn.chromium.org,"There's a big list of SVN repos which we still care about enough to mirror to Git:
https://docs.google.com/spreadsheets/d/1RDheGoZkgvXtfYZo1-OAoJOrjjoMWRAqC28z_WbauSk/edit#gid=0

We need to burn down that list.",57,4/5/2016,10/21/2016,199,Bug,4,1
601153,Test the experimental framework for Bluetooth on permission.site,https://permission.site/,5,4/7/2016,4/29/16,22,Bug,2,3
601158,test_importer should only be run in master scheduler,"Currently it's in the deployment action of all afe servers. This is unnecessary and can cause a race condition when multiple afe servers are running test_importer at the same time, and run into a db issue:

Traceback (most recent call last):
File ""/usr/local/autotest/utils/test_importer.py"", line 600, in <module>
sys.exit(main(sys.argv))
File ""/usr/local/autotest/utils/test_importer.py"", line 549, in main
options.add_experimental)
File ""/usr/local/autotest/utils/test_importer.py"", line 78, in update_all
autotest_dir=autotest_dir)
File ""/usr/local/autotest/utils/test_importer.py"", line 245, in update_tests_in_db
add_label_dependencies(new_test)
File ""/usr/local/autotest/utils/test_importer.py"", line 320, in add_label_dependencies
subject='add dependency to %s' % test.name)
File ""/usr/local/autotest/utils/test_importer.py"", line 414, in _log_or_execute
func(*args)
File ""/usr/local/autotest/site-packages/django/db/models/fields/related.py"", line 650, in add
self._add_items(self.source_field_name, self.target_field_name, *objs)
File ""/usr/local/autotest/site-packages/django/db/models/fields/related.py"", line 739, in _add_items
for obj_id in new_ids
File ""/usr/local/autotest/site-packages/django/db/models/query.py"", line 444, in bulk_create
self._batched_insert(objs_without_pk, fields, batch_size)
File ""/usr/local/autotest/site-packages/django/db/models/query.py"", line 902, in _batched_insert
using=self.db)
File ""/usr/local/autotest/site-packages/django/db/models/manager.py"", line 215, in _insert
return insert_query(self.model, objs, fields, **kwargs)
File ""/usr/local/autotest/site-packages/django/db/models/query.py"", line 1661, in insert_query
return query.get_compiler(using=using).execute_sql(return_id)
File ""/usr/local/autotest/site-packages/django/db/models/sql/compiler.py"", line 937, in execute_sql
cursor.execute(sql, params)
File ""/usr/local/autotest/site-packages/django/db/backends/mysql/base.py"", line 122, in execute
six.reraise(utils.IntegrityError, utils.IntegrityError(*tuple(e.args)), sys.exc_info()[2])
File ""/usr/local/autotest/site-packages/django/db/backends/mysql/base.py"", line 120, in execute
return self.cursor.execute(query, args)
File ""/usr/local/autotest/site-packages/MySQLdb/cursors.py"", line 174, in execute
self.errorhandler(self, exc, value)
File ""/usr/local/autotest/site-packages/MySQLdb/connections.py"", line 36, in defaulterrorhandler
raise errorclass, errorvalue
django.db.utils.IntegrityError: (1062, ""Duplicate entry '74668-695' for key 'test_id'"")",3,4/7/2016,4/17/16,10,Bug,1,2
602458,Razer Mamba mouse is too fast on CrOS,Fix on the way!,2,4/12/2016,4/13/2016,1,Bug,2,2
604031,Add url to the chooser permission dialog title,"Instead of showing ""This site wants to connect to:"", the chooser permission dialog title needs to show: ""|site's url| wants to connect to:"".",2,4/16/2016,4/19/2016,3,Bug,2,1
607167,Commit Queue continually scheduling try jobs for some CLs,"Commit Queue continually scheduling try jobs for some CLs

So far I've noticed these two CLs:
https://codereview.chromium.org/1926663002
https://codereview.chromium.org/1920833005",5,4/28/2016,4/28/2016,0,Bug,2,0
612582,"Promote two stable tests to bvt-perbuild suite: policy_ManagedBookmarks, policy_ProxySettings",Move policy_ManagedBookmarks and policy_ProxySettings from suite:regression to suite:bvt-perbuild. Also update to use base class methods.,2,5/18/2016,5/25/2016,7,Feature,1,2
613671,Invalid JavaScript in event handler content attributes get the value undefined instead of null,"This is the first part of issue 597900 for why this test is failing: http://w3c-test.org/html/webappapis/scripting/events/invalid-uncompiled-raw-handler-compiled-once.html

Simple test page here: http://output.jsbin.com/qigeto

Spec: https://html.spec.whatwg.org/multipage/webappapis.html#event-handler-content-attributes, https://html.spec.whatwg.org/multipage/webappapis.html#internal-raw-uncompiled-handler

In particular: ""If body is not parsable as FunctionBody or if parsing detects an early error, then follow these substeps: ... Set H's value to null.""

Browsers tested:
Chrome 52.0.2739.0 Linux: fail
Firefox 46.0 Linux: pass
Safari 9.1 Mac: pass
Edge 13.10586 Win10: pass
IE 11 Win10: pass

Probably minor (not aware of any affected site) but given EVERY other browser gets this right I'd call this Hotlist-Interop. Perhaps the fix is trivial and we can just make it?",6,5/21/2016,7/27/2016,67,Bug,4,3
614903,Gatt server API change break Gatt client characteristic read,"I can't read GattCharacteristic in latest samus-cheets dev image.

Here is the log when I tried to do this with bluetoothctl command.

localhost ~ # bluetoothctl 
[bluetooth]# connect E0:CF:65:8C:86:1A 
Attempting to connect to E0:CF:65:8C:86:1A
Connection successful
[Pixel C Keyboard]# select-attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d 
[Pixel C Keyboard:/service000c/char000d]# read
Attempting to read /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d
Failed to read: org.freedesktop.DBus.Error.UnknownMethod


If I revert bluez to 5.37, the command run successfully as log shown below

localhost ~ # bluetoothctl 
[bluetooth]# connect E0:CF:65:8C:86:1A 
Attempting to connect to E0:CF:65:8C:86:1A
Connection successful
[Pixel C Keyboard]# select-attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d
[Pixel C Keyboard:/service000c/char000d]# read
Attempting to read /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x47
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x6f
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x6f
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x67
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x6c
[CHG] Attribute /org/bluez/hci0/dev_E0_CF_65_8C_86_1A/service000c/char000d Value: 0x65
47 6f 6f 67 6c 65 Google",35,5/26/2016,6/10/2016,15,Bug,10,1
617503,Neutral keyframes in element.animate() aren't responsive on the compositor,"element.animate({transform: 'translateX(100px)'}, 1000) is not responsive to changes in the underlying transform value when run on the compositor.",2,6/6/2016,6/9/2016,3,Bug,1,3
622082,Clamp automation start time to current time,"The WebAudio spec now says that if the automation time is before the current time, it is clamped to the current time.

See issue https://github.com/WebAudio/web-audio-api/issues/713
Resolved by https://github.com/WebAudio/web-audio-api/pull/849",4,6/22/2016,11/16/2016,147,Bug,1,3
623130,account info for git poller,"background:
https://groups.google.com/a/chromium.org/d/msg/infra-dev/AUzXI8O9wZM/Zd5ErLpbBAAJ

basically i'm looking for the account that the git poller bot runs under so that i can whitelist it in the Gerrit ACLs on the Weave GoB instance",1,6/25/2016,6/25/2016,0,Feature,5,2
631220,"SyncChrome stage failing on M53 for x86-mario, x86-zgb and squawks","No payloads are generated for these boards due to SyncChrome failing consistently.

https://uberchromegw.corp.google.com/i/chromeos_release/builders/x86-mario-release%20release-R53-8530.B/builds/21/steps/SyncChrome/logs/stdio

https://uberchromegw.corp.google.com/i/chromeos_release/builders/x86-zgb-release%20release-R53-8530.B/builds/26/steps/SyncChrome/logs/stdio

https://uberchromegw.corp.google.com/i/chromeos_release/builders/squawks-release%20release-R53-8530.B/builds/26/steps/SyncChrome/logs/stdio

The shared traceback:

Traceback (most recent call last):
File ""/b/depot_tools/gclient.py"", line 2359, in <module>
sys.exit(main(sys.argv[1:]))
File ""/b/depot_tools/gclient.py"", line 2345, in main
return dispatcher.execute(OptionParser(), argv)
File ""/b/depot_tools/subcommand.py"", line 252, in execute
return command(parser, args[1:])
File ""/b/depot_tools/gclient.py"", line 2160, in CMDrevert
return client.RunOnDeps('revert', args)
File ""/b/depot_tools/gclient.py"", line 1550, in RunOnDeps
work_queue.flush(revision_overrides, command, args, options=self._options)
File ""/b/depot_tools/gclient_utils.py"", line 907, in flush
self._run_one_task(self.queued.pop(i), args, kwargs)
File ""/b/depot_tools/gclient_utils.py"", line 999, in _run_one_task
task_item.run(*args, **kwargs)
File ""/b/depot_tools/gclient.py"", line 850, in run
file_list)
File ""/b/depot_tools/gclient_scm.py"", line 166, in RunCommand
return getattr(self, command)(options, args, file_list)
File ""/b/depot_tools/gclient_scm.py"", line 764, in revert
return self.update(options, [], file_list)
File ""/b/depot_tools/gclient_scm.py"", line 598, in update
merge=options.merge)
AttributeError: Values instance has no attribute 'merge'
21:22:12: WARNING: Chrome checkout appears corrupt. Clobbering.
21:22:22: INFO: RunCommand: /b/depot_tools/gclient config --spec ""solutions = [{'custom_deps': {},
'custom_vars': {},
'deps_file': 'releases/53.0.2785.27/DEPS',
'managed': True,
'name': 'CHROME_DEPS',
'url': 'https://chrome-internal.googlesource.com/chrome/tools/buildspec.git'}]
"" in /b/cbuild/shared_internal/.cache/distfiles/target/chrome-src-internal
21:22:22: INFO: RunCommand: /b/depot_tools/gclient sync --verbose --nohooks --transitive --with_branch_heads --with_tags --reset --force --delete_unversioned_trees in /b/cbuild/shared_internal/.cache/distfiles/target/chrome-src-internal
Looking for .gclient starting from /b/cbuild/shared_internal/.cache/distfiles/target/chrome-src-internal",6,7/26/2016,7/27/2016,1,Bug,6,1
631920,Remove dead / meaningless code from compile.py,"Please let me assign yyanagisawa for this issue.
We discussed about dead/meaningless code in https://codereview.chromium.org/2178193003/",5,7/27/2016,8/3/2016,7,Feature,5,2
632206,Closure Compilation builders need to move to GN,"Apparently we don't have a tracking bug for this, but GYP is about to be turned off and we need to figure out how to migrate the Closure Compilation builders to GN as soon as possible ...",66,7/28/2016,10/10/2018,804,Bug,10,1
633021,Transform animations on <img> elements don't get composited,"Test: https://jsfiddle.net/ups4x5sk/

Most likely regressed in:
https://codereview.chromium.org/1423893002

This bug is due to an inconsistency between layout's and animation's idea of what can and cannot be transformed. The logic in layout should be exposed to animations e.g. layoutObject()->canTransform() to avoid such mismatches.",5,8/1/2016,8/11/2016,10,Bug,3,2
642653,MIPS SIMD Arch (MSA) optimizations for WebKit modules,"Steps to reproduce the problem:

What is the expected behavior?
WebKit performance improvement for mips target

What went wrong?
Newly adding MSA optimizations for WebKit modules

Did this work before? N/A 

Chrome version: 52.0.2743.116 Channel: stable
OS Version: 10.0
Flash Version: Shockwave Flash 22.0 r0",11,8/31/2016,9/29/2018,759,Feature,1,2
644376,LevelDBWrapperImpl should avoid duplicating value strings in commit batch,"See issue 640698 for context, and https://codereview.chromium.org/2309523002 for a CL showing the change to DOMStorageArea",5,9/7/2016,12/28/2016,112,Feature,1,3
649525,FATAL:CSSLengthInterpolationType.cpp(125)] Check failed: before == after.,"Version: 
Chromium 55.0.2869.0 (Developer Build) (64-bit)
Revision 71238feb8a373499b95a8b78572c81a456a37106-refs/heads/master@{#420475}

OS: Mac OS X 10.11.6

What steps will reproduce the problem?
(1) Run debug build of chromium.
(2) Make browser window large-ish (say, vertically maximized and 1/2 width of 30"" monitor.)
(3) Load https://www.fluentcity.com/

I wasn't able to repro this on linux. It also didn't seem to repro if the window was too small.


What is the expected output?
Doesn't dcheck.

What do you see instead?
Aw Snap.

18247:1295:0922/160434:FATAL:CSSLengthInterpolationType.cpp(125)] Check failed: before == after. 
0 libbase.dylib 0x000000011e40ab1e _ZN4base5debug10StackTraceC2Ev + 30
1 libbase.dylib 0x000000011e40ab85 _ZN4base5debug10StackTraceC1Ev + 21
2 libbase.dylib 0x000000011e4a1320 _ZN7logging10LogMessageD2Ev + 80
3 libbase.dylib 0x000000011e49eed5 _ZN7logging10LogMessageD1Ev + 21
4 libblink_core.dylib 0x00000001321a85db _ZNK5blink26CSSLengthInterpolationType5applyERKNS_17InterpolableValueEPKNS_20NonInterpolableValueERNS_24InterpolationEnvironmentE + 987
5 libblink_core.dylib 0x0000000132208334 _ZN5blink26InvalidatableInterpolation10applyStackERKN3WTF6VectorINS1_6RefPtrINS_13InterpolationEEELm1ENS1_18PartitionAllocatorEEERNS_24InterpolationEnvironmentE + 820
6 libblink_core.dylib 0x0000000132578a87 _ZN5blink13StyleResolver23applyAnimatedPropertiesILNS_19CSSPropertyPriorityE2EEEvRNS_18StyleResolverStateERKN3WTF7HashMapINS_14PropertyHandleENS5_6VectorINS5_6RefPtrINS_13InterpolationEEELm1ENS5_18PartitionAllocatorEEENS5_11DefaultHashIS7_E4HashENS5_10HashTraitsIS7_EENSH_ISD_EESC_EE + 343
7 libblink_core.dylib 0x00000001325762ee _ZN5blink13StyleResolver23applyAnimatedPropertiesERNS_18StyleResolverStateEPKNS_7ElementE + 702
8 libblink_core.dylib 0x000000013257484a _ZN5blink13StyleResolver15styleForElementEPNS_7ElementEPKNS_13ComputedStyleENS_20StyleSharingBehaviorENS_20RuleMatchingBehaviorE + 3034
9 libblink_core.dylib 0x00000001326b1481 _ZN5blink7Element28originalStyleForLayoutObjectEv + 337
10 libblink_core.dylib 0x00000001326b1063 _ZN5blink7Element20styleForLayoutObjectEv + 499
11 libblink_core.dylib 0x00000001326b20ab _ZN5blink7Element14recalcOwnStyleENS_17StyleRecalcChangeE + 987
12 libblink_core.dylib 0x00000001326b19e9 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1145
13 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
14 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
15 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
16 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
17 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
18 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
19 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
20 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
21 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
22 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
23 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
24 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
25 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
26 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
27 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
28 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
29 libblink_core.dylib 0x00000001325c56af _ZN5blink13ContainerNode22recalcDescendantStylesENS_17StyleRecalcChangeE + 911
30 libblink_core.dylib 0x00000001326b1b21 _ZN5blink7Element11recalcStyleENS_17StyleRecalcChangeEPNS_4TextE + 1457
31 libblink_core.dylib 0x00000001326136d3 _ZN5blink8Document11updateStyleEv + 1139
32 libblink_core.dylib 0x000000013260e65f _ZN5blink8Document24updateStyleAndLayoutTreeEv + 1263
33 libblink_core.dylib 0x000000013261592f _ZN5blink8Document48updateStyleAndLayoutTreeIgnorePendingStylesheetsEv + 271
34 libblink_core.dylib 0x000000013261529c _ZN5blink8Document44updateStyleAndLayoutIgnorePendingStylesheetsENS0_18RunPostLayoutTasksE + 28
35 libblink_core.dylib 0x0000000132615254 _ZN5blink8Document51updateStyleAndLayoutIgnorePendingStylesheetsForNodeEPNS_4NodeE + 276
36 libblink_core.dylib 0x00000001326a9483 _ZN5blink7Element12scrollHeightEv + 51
37 libblink_core.dylib 0x0000000133b378d1 _ZN5blink17ElementV8InternalL27scrollHeightAttributeGetterERKN2v820FunctionCallbackInfoINS1_5ValueEEE + 129
38 libblink_core.dylib 0x0000000133b37845 _ZN5blink17ElementV8Internal35scrollHeightAttributeGetterCallbackERKN2v820FunctionCallbackInfoINS1_5ValueEEE + 21
39 ??? 0x000003ec3081536b 0x0 + 4312960947051
40 ??? 0x000003ec31130e97 0x0 + 4312970497687
41 ??? 0x000003ec30816638 0x0 + 4312960951864


Assigning based on blame for the dcheck showing https://codereview.chromium.org/2314453002, please reassign if necessary.",4,9/23/2016,9/23/2016,0,Bug,1,2
651146,loman: rewrite manifest loading logic to use lib.git.Manifest (to support <include>),"I updated depot tool, create a new minilayout repo:

When I workon start a new package, repo is not asking to sync.
repo sync does not extract the new package code.

Created a directory:
gwendal/cave_firmware/
Repo init with:
repo init \
-u https://chrome-internal.googlesource.com/chromeos/manifest-internal.git \
--repo-url='https://chromium.googlesource.com/external/repo.git' \
-g minilayout -b firmware-glados-7820.B

Set went fine, installing base packages, but it would not set up new packages:
cros_workon start --board cave sys-boot/depthcharge
10:11:55: INFO: Started working on 'sys-boot/depthcharge' for 'cave'


Log in older minilayout repo, the expected behavior works:
Compare a samus repo:
cros_workon start --board samus chromeos-base/autotest-tests-cryptohome
WARNING: 'portageq envvar PORTDIR_OVERLAY' is deprecated. Use 'portageq repositories_configuration' instead.
Please run ""repo sync"" now.
INFO : Started working on 'chromeos-base/autotest-tests-cryptohome' for 'samus'

With newer one:
cros_workon start --board cave chromeos-base/autotest-tests-cryptohome
Usage: loman add [options] <name> <--workon | <path> --remote <remote> >

loman: error: No project named 'chromiumos/third_party/autotest' in the default manifest.
cros_workon: Unhandled exception:
Traceback (most recent call last):
File ""/mnt/host/source/chromite/bin/cros_workon"", line 164, in <module>
commandline.ScriptWrapperMain(FindTarget)
File ""/mnt/host/source/chromite/lib/commandline.py"", line 834, in ScriptWrapperMain
ret = target(argv[1:])
File ""/mnt/host/source/chromite/scripts/cros_workon.py"", line 89, in main
use_workon_only=options.workon_only)
File ""/mnt/host/source/chromite/lib/workon_helper.py"", line 562, in StartWorkingOnPackages
self._AddProjectsToPartialManifests(new_atoms)
File ""/mnt/host/source/chromite/lib/workon_helper.py"", line 494, in _AddProjectsToPartialManifests
cros_build_lib.RunCommand(cmd, print_cmd=False)
File ""/mnt/host/source/chromite/lib/cros_build_lib.py"", line 619, in RunCommand
raise RunCommandError(msg, cmd_result)
chromite.lib.cros_build_lib.RunCommandError: return code: 2; command: loman add --workon chromiumos/third_party/autotest
cwd=None

BTW, in loman.py, I can see some code like ""active_manifest == 'minilayout.xml'""
But none of my minilayout repo uses minilayout.xml. I can not even find this file.

Calling the loman command manually:
loman add --workon chromiumos/platform/ec
Usage: loman add [options] <name> <--workon | <path> --remote <remote> >

loman: error: No project named 'chromiumos/platform/ec' in the default manifest.

Although it is in .repo/manifests/external_full.xml, included by .repo/manifest.xml.
Interestingly, the manifest.xml file for cave minilayout is different from the samus minilayout, where .repo/manifest.xml there is more complete.",5,9/29/2016,1/3/2018,461,Bug,2,2
667290,Add smoketest to ensure swarming named caches are persistent,"AI:
Modify luci-py/appengine/swarming/local_smoke_test.py to add a new test case that shall do:

- trigger a task that requests a named cache and put something in there
- trigger a second task and ensure the cache is still populated.
- update tools/stat_bot.py wipe_cache() to wipe any named cache.",8,11/22/2016,1/18/2017,57,Bug,5,2
668021,Presubmit check fails in _CheckBowerDependencies with unexpected keyword argument to AffectedFiles,"third_party/polymer/v1_0/PRESUBMIT.py probably just needs to be updated.

~/dev/c/work3/src % git cl upload
Using 50% similarity for rename/copy detection. Override with --similarity.
Running presubmit upload checks ...
Done processing /usr/local/google/home/michaelpg/dev/c/work3/src/chrome/browser/ui/webui/settings/md_settings_ui.cc
Traceback (most recent call last):
File ""/usr/local/google/home/michaelpg/tools/depot_tools/git_cl.py"", line 5403, in <module>
sys.exit(main(sys.argv[1:]))
File ""/usr/local/google/home/michaelpg/tools/depot_tools/git_cl.py"", line 5385, in main
return dispatcher.execute(OptionParser(), argv)
File ""/usr/local/google/home/michaelpg/tools/depot_tools/subcommand.py"", line 252, in execute
return command(parser, args[1:])
File ""/usr/local/google/home/michaelpg/tools/depot_tools/git_cl.py"", line 4210, in CMDupload
return cl.CMDUpload(options, args, orig_args)
File ""/usr/local/google/home/michaelpg/tools/depot_tools/git_cl.py"", line 1592, in CMDUpload
change=change)
File ""/usr/local/google/home/michaelpg/tools/depot_tools/git_cl.py"", line 1536, in RunHook
gerrit_obj=self._codereview_impl.GetGerritObjForPresubmit())
File ""/usr/local/google/home/michaelpg/tools/depot_tools/presubmit_support.py"", line 1247, in DoPresubmitChecks
results += executer.ExecPresubmitScript(presubmit_script, filename)
File ""/usr/local/google/home/michaelpg/tools/depot_tools/presubmit_support.py"", line 1157, in ExecPresubmitScript
result = eval(function_name + '(*__args)', context)
File ""<string>"", line 1, in <module>
File ""<string>"", line 53, in CheckChangeOnUpload
File ""<string>"", line 20, in _CheckBowerDependencies
TypeError: AffectedFiles() got an unexpected keyword argument 'include_dirs'",7,11/23/2016,11/30/2016,7,Bug,4,2
